input_sizes,output_layouts
"[(215, 182), (265, 200), (168, 245), (279, 124), (90, 50), (263, 183)]","[(441, 372, 656, 372, 656, 554, 441, 554), (428, 647, 693, 647, 693, 847, 428, 847), (818, 620, 986, 620, 986, 865, 818, 865), (694, 316, 973, 316, 973, 440, 694, 440), (443, 201, 533, 201, 533, 251, 443, 251), (358, 726, 621, 726, 621, 909, 358, 909)]"
"[(98, 91), (126, 129), (273, 268), (61, 154), (84, 226), (239, 86), (52, 127), (299, 218), (191, 119), (253, 86)]","[(328, 801, 426, 801, 426, 892, 328, 892), (427, 681, 553, 681, 553, 810, 427, 810), (123, 664, 396, 664, 396, 932, 123, 932), (810, 710, 871, 710, 871, 864, 810, 864), (65, 74, 149, 74, 149, 300, 65, 300), (322, 240, 561, 240, 561, 326, 322, 326), (875, 210, 927, 210, 927, 337, 875, 337), (530, 216, 829, 216, 829, 434, 530, 434), (496, 442, 687, 442, 687, 561, 496, 561), (654, 405, 907, 405, 907, 491, 654, 491)]"
"[(141, 164), (94, 150), (124, 209), (244, 234), (283, 229), (261, 214), (74, 162), (77, 265), (74, 199), (122, 191), (77, 100)]","[(815, 508, 956, 508, 956, 672, 815, 672), (131, 332, 225, 332, 225, 482, 131, 482), (108, 137, 232, 137, 232, 346, 108, 346), (349, 248, 593, 248, 593, 482, 349, 482), (122, 169, 405, 169, 405, 398, 122, 398), (610, 364, 871, 364, 871, 578, 610, 578), (666, 115, 740, 115, 740, 277, 666, 277), (135, 575, 212, 575, 212, 840, 135, 840), (449, 456, 523, 456, 523, 655, 449, 655), (228, 688, 350, 688, 350, 879, 228, 879), (92, 506, 169, 506, 169, 606, 92, 606)]"
"[(168, 287), (231, 164), (182, 170), (297, 228), (138, 221), (176, 64), (253, 216)]","[(534, 476, 702, 476, 702, 763, 534, 763), (201, 144, 432, 144, 432, 308, 201, 308), (25, 79, 207, 79, 207, 249, 25, 249), (410, 330, 707, 330, 707, 558, 410, 558), (722, 424, 860, 424, 860, 645, 722, 645), (166, 64, 342, 64, 342, 128, 166, 128), (57, 723, 310, 723, 310, 939, 57, 939)]"
"[(125, 137), (121, 298), (176, 293)]","[(813, 853, 938, 853, 938, 990, 813, 990), (214, 317, 335, 317, 335, 615, 214, 615), (397, 644, 573, 644, 573, 937, 397, 937)]"
"[(81, 187), (67, 93), (124, 258), (290, 169), (267, 220), (180, 114), (261, 54), (256, 131), (270, 57), (78, 151)]","[(623, 526, 704, 526, 704, 713, 623, 713), (71, 23, 138, 23, 138, 116, 71, 116), (828, 430, 952, 430, 952, 688, 828, 688), (155, 548, 445, 548, 445, 717, 155, 717), (499, 414, 766, 414, 766, 634, 499, 634), (144, 344, 324, 344, 324, 458, 144, 458), (633, 535, 894, 535, 894, 589, 633, 589), (653, 386, 909, 386, 909, 517, 653, 517), (161, 218, 431, 218, 431, 275, 161, 275), (301, 431, 379, 431, 379, 582, 301, 582)]"
"[(124, 158), (157, 132), (85, 272), (138, 76), (281, 123), (93, 92), (51, 153), (144, 282), (88, 115)]","[(40, 302, 164, 302, 164, 460, 40, 460), (739, 861, 896, 861, 896, 993, 739, 993), (569, 450, 654, 450, 654, 722, 569, 722), (3, 414, 141, 414, 141, 490, 3, 490), (335, 193, 616, 193, 616, 316, 335, 316), (310, 790, 403, 790, 403, 882, 310, 882), (323, 458, 374, 458, 374, 611, 323, 611), (517, 386, 661, 386, 661, 668, 517, 668), (521, 422, 609, 422, 609, 537, 521, 537)]"
"[(119, 282)]","[(855, 363, 974, 363, 974, 645, 855, 645)]"
"[(204, 176), (267, 230), (80, 246)]","[(714, 287, 918, 287, 918, 463, 714, 463), (605, 379, 872, 379, 872, 609, 605, 609), (818, 125, 898, 125, 898, 371, 818, 371)]"
"[(191, 145), (140, 132), (193, 85), (114, 119), (293, 107), (280, 243), (298, 208), (63, 217)]","[(319, 391, 510, 391, 510, 536, 319, 536), (762, 338, 902, 338, 902, 470, 762, 470), (539, 152, 732, 152, 732, 237, 539, 237), (659, 868, 773, 868, 773, 987, 659, 987), (216, 642, 509, 642, 509, 749, 216, 749), (436, 699, 716, 699, 716, 942, 436, 942), (76, 777, 374, 777, 374, 985, 76, 985), (290, 440, 353, 440, 353, 657, 290, 657)]"
"[(296, 208), (63, 191), (191, 205), (113, 114), (150, 79), (257, 90), (64, 293), (167, 131), (266, 192), (191, 210), (234, 71)]","[(695, 339, 991, 339, 991, 547, 695, 547), (292, 697, 355, 697, 355, 888, 292, 888), (296, 173, 487, 173, 487, 378, 296, 378), (624, 317, 737, 317, 737, 431, 624, 431), (192, 641, 342, 641, 342, 720, 192, 720), (59, 76, 316, 76, 316, 166, 59, 166), (115, 409, 179, 409, 179, 702, 115, 702), (530, 830, 697, 830, 697, 961, 530, 961), (93, 427, 359, 427, 359, 619, 93, 619), (52, 701, 243, 701, 243, 911, 52, 911), (117, 130, 351, 130, 351, 201, 117, 201)]"
"[(92, 210), (188, 154), (65, 92), (176, 163), (283, 240), (189, 72), (122, 101), (173, 94), (275, 97), (248, 244), (132, 297), (296, 281)]","[(628, 537, 720, 537, 720, 747, 628, 747), (756, 179, 944, 179, 944, 333, 756, 333), (927, 651, 992, 651, 992, 743, 927, 743), (740, 395, 916, 395, 916, 558, 740, 558), (410, 557, 693, 557, 693, 797, 410, 797), (319, 14, 508, 14, 508, 86, 319, 86), (526, 875, 648, 875, 648, 976, 526, 976), (592, 117, 765, 117, 765, 211, 592, 211), (286, 580, 561, 580, 561, 677, 286, 677), (613, 239, 861, 239, 861, 483, 613, 483), (286, 140, 418, 140, 418, 437, 286, 437), (260, 199, 556, 199, 556, 480, 260, 480)]"
"[(80, 213), (149, 234)]","[(23, 784, 103, 784, 103, 997, 23, 997), (145, 70, 294, 70, 294, 304, 145, 304)]"
"[(228, 128), (187, 131), (264, 295), (184, 164), (72, 244), (106, 163), (114, 221), (139, 85), (248, 147), (299, 230), (166, 93)]","[(421, 148, 649, 148, 649, 276, 421, 276), (551, 721, 738, 721, 738, 852, 551, 852), (40, 54, 304, 54, 304, 349, 40, 349), (236, 46, 420, 46, 420, 210, 236, 210), (269, 244, 341, 244, 341, 488, 269, 488), (379, 302, 485, 302, 485, 465, 379, 465), (635, 301, 749, 301, 749, 522, 635, 522), (294, 679, 433, 679, 433, 764, 294, 764), (555, 741, 803, 741, 803, 888, 555, 888), (376, 709, 675, 709, 675, 939, 376, 939), (426, 407, 592, 407, 592, 500, 426, 500)]"
"[(181, 134), (53, 231), (222, 225), (70, 112), (56, 241), (74, 268), (254, 195), (127, 277), (272, 284), (58, 140), (242, 102)]","[(90, 518, 271, 518, 271, 652, 90, 652), (430, 173, 483, 173, 483, 404, 430, 404), (484, 534, 706, 534, 706, 759, 484, 759), (54, 700, 124, 700, 124, 812, 54, 812), (362, 197, 418, 197, 418, 438, 362, 438), (41, 63, 115, 63, 115, 331, 41, 331), (449, 790, 703, 790, 703, 985, 449, 985), (226, 467, 353, 467, 353, 744, 226, 744), (524, 472, 796, 472, 796, 756, 524, 756), (477, 424, 535, 424, 535, 564, 477, 564), (274, 833, 516, 833, 516, 935, 274, 935)]"
"[(145, 57), (88, 200), (128, 52), (135, 269), (298, 263), (188, 220), (222, 76), (231, 104), (201, 227), (267, 295)]","[(485, 410, 630, 410, 630, 467, 485, 467), (522, 330, 610, 330, 610, 530, 522, 530), (522, 741, 650, 741, 650, 793, 522, 793), (784, 90, 919, 90, 919, 359, 784, 359), (612, 140, 910, 140, 910, 403, 612, 403), (375, 470, 563, 470, 563, 690, 375, 690), (19, 107, 241, 107, 241, 183, 19, 183), (668, 811, 899, 811, 899, 915, 668, 915), (7, 385, 208, 385, 208, 612, 7, 612), (74, 135, 341, 135, 341, 430, 74, 430)]"
"[(240, 98), (155, 120), (87, 158), (211, 181), (71, 276)]","[(734, 7, 974, 7, 974, 105, 734, 105), (97, 111, 252, 111, 252, 231, 97, 231), (349, 130, 436, 130, 436, 288, 349, 288), (523, 47, 734, 47, 734, 228, 523, 228), (262, 207, 333, 207, 333, 483, 262, 483)]"
"[(96, 269), (296, 261), (74, 103), (99, 283), (284, 211), (254, 199), (225, 251), (86, 150), (167, 203), (230, 277), (101, 102), (226, 235)]","[(93, 50, 189, 50, 189, 319, 93, 319), (660, 230, 956, 230, 956, 491, 660, 491), (767, 342, 841, 342, 841, 445, 767, 445), (452, 467, 551, 467, 551, 750, 452, 750), (159, 67, 443, 67, 443, 278, 159, 278), (526, 179, 780, 179, 780, 378, 526, 378), (606, 97, 831, 97, 831, 348, 606, 348), (208, 789, 294, 789, 294, 939, 208, 939), (705, 580, 872, 580, 872, 783, 705, 783), (96, 480, 326, 480, 326, 757, 96, 757), (194, 843, 295, 843, 295, 945, 194, 945), (522, 61, 748, 61, 748, 296, 522, 296)]"
"[(91, 99), (113, 202), (218, 273), (211, 95), (295, 98)]","[(24, 9, 115, 9, 115, 108, 24, 108), (364, 718, 477, 718, 477, 920, 364, 920), (476, 125, 694, 125, 694, 398, 476, 398), (265, 258, 476, 258, 476, 353, 265, 353), (445, 728, 740, 728, 740, 826, 445, 826)]"
"[(70, 256), (54, 109), (176, 82), (55, 181), (152, 207), (245, 153), (288, 300), (143, 246), (104, 273), (208, 239), (106, 170)]","[(68, 414, 138, 414, 138, 670, 68, 670), (846, 823, 900, 823, 900, 932, 846, 932), (682, 843, 858, 843, 858, 925, 682, 925), (233, 451, 288, 451, 288, 632, 233, 632), (63, 596, 215, 596, 215, 803, 63, 803), (400, 556, 645, 556, 645, 709, 400, 709), (379, 318, 667, 318, 667, 618, 379, 618), (623, 707, 766, 707, 766, 953, 623, 953), (750, 621, 854, 621, 854, 894, 750, 894), (542, 76, 750, 76, 750, 315, 542, 315), (100, 260, 206, 260, 206, 430, 100, 430)]"
"[(181, 163), (145, 299)]","[(159, 415, 340, 415, 340, 578, 159, 578), (114, 417, 259, 417, 259, 716, 114, 716)]"
"[(69, 82)]","[(594, 585, 663, 585, 663, 667, 594, 667)]"
"[(66, 80), (275, 217), (191, 151), (241, 65), (102, 97), (242, 62), (262, 286), (224, 226), (110, 224), (290, 258), (91, 103)]","[(192, 76, 258, 76, 258, 156, 192, 156), (514, 468, 789, 468, 789, 685, 514, 685), (536, 575, 727, 575, 727, 726, 536, 726), (370, 543, 611, 543, 611, 608, 370, 608), (644, 409, 746, 409, 746, 506, 644, 506), (56, 329, 298, 329, 298, 391, 56, 391), (667, 701, 929, 701, 929, 987, 667, 987), (589, 301, 813, 301, 813, 527, 589, 527), (437, 755, 547, 755, 547, 979, 437, 979), (397, 165, 687, 165, 687, 423, 397, 423), (259, 552, 350, 552, 350, 655, 259, 655)]"
"[(146, 89), (131, 57), (200, 51), (69, 95)]","[(114, 402, 260, 402, 260, 491, 114, 491), (790, 779, 921, 779, 921, 836, 790, 836), (761, 939, 961, 939, 961, 990, 761, 990), (857, 891, 926, 891, 926, 986, 857, 986)]"
"[(138, 176), (212, 200), (86, 105), (52, 55)]","[(434, 302, 572, 302, 572, 478, 434, 478), (328, 535, 540, 535, 540, 735, 328, 735), (216, 239, 302, 239, 302, 344, 216, 344), (671, 757, 723, 757, 723, 812, 671, 812)]"
"[(197, 50), (207, 181), (118, 228), (239, 233), (264, 59), (161, 210), (178, 279)]","[(300, 935, 497, 935, 497, 985, 300, 985), (791, 203, 998, 203, 998, 384, 791, 384), (311, 679, 429, 679, 429, 907, 311, 907), (586, 160, 825, 160, 825, 393, 586, 393), (277, 835, 541, 835, 541, 894, 277, 894), (726, 439, 887, 439, 887, 649, 726, 649), (120, 622, 298, 622, 298, 901, 120, 901)]"
"[(114, 96), (243, 137), (142, 133), (249, 227), (187, 292), (161, 126), (222, 64), (140, 223)]","[(718, 570, 832, 570, 832, 666, 718, 666), (530, 858, 773, 858, 773, 995, 530, 995), (257, 306, 399, 306, 399, 439, 257, 439), (575, 552, 824, 552, 824, 779, 575, 779), (608, 286, 795, 286, 795, 578, 608, 578), (278, 134, 439, 134, 439, 260, 278, 260), (51, 455, 273, 455, 273, 519, 51, 519), (151, 313, 291, 313, 291, 536, 151, 536)]"
"[(148, 216), (281, 199), (192, 298)]","[(49, 588, 197, 588, 197, 804, 49, 804), (544, 77, 825, 77, 825, 276, 544, 276), (758, 665, 950, 665, 950, 963, 758, 963)]"
"[(269, 251), (282, 229), (53, 171), (180, 220), (240, 154), (238, 107), (215, 246), (184, 50), (102, 282), (267, 268), (130, 144), (226, 184)]","[(177, 236, 446, 236, 446, 487, 177, 487), (107, 549, 389, 549, 389, 778, 107, 778), (894, 285, 947, 285, 947, 456, 894, 456), (378, 488, 558, 488, 558, 708, 378, 708), (571, 78, 811, 78, 811, 232, 571, 232), (546, 726, 784, 726, 784, 833, 546, 833), (710, 431, 925, 431, 925, 677, 710, 677), (410, 653, 594, 653, 594, 703, 410, 703), (352, 281, 454, 281, 454, 563, 352, 563), (318, 130, 585, 130, 585, 398, 318, 398), (697, 384, 827, 384, 827, 528, 697, 528), (372, 604, 598, 604, 598, 788, 372, 788)]"
"[(274, 120), (154, 148), (264, 221), (164, 211), (278, 242), (53, 235), (75, 101), (90, 292), (233, 203)]","[(25, 859, 299, 859, 299, 979, 25, 979), (639, 814, 793, 814, 793, 962, 639, 962), (566, 35, 830, 35, 830, 256, 566, 256), (684, 417, 848, 417, 848, 628, 684, 628), (554, 242, 832, 242, 832, 484, 554, 484), (325, 249, 378, 249, 378, 484, 325, 484), (495, 894, 570, 894, 570, 995, 495, 995), (723, 252, 813, 252, 813, 544, 723, 544), (421, 739, 654, 739, 654, 942, 421, 942)]"
"[(91, 266), (200, 193), (138, 202)]","[(223, 705, 314, 705, 314, 971, 223, 971), (614, 558, 814, 558, 814, 751, 614, 751), (415, 495, 553, 495, 553, 697, 415, 697)]"
"[(58, 85), (92, 185), (129, 81), (300, 111), (68, 66), (218, 241), (216, 285), (183, 166), (116, 104), (266, 188), (79, 196), (205, 287)]","[(419, 508, 477, 508, 477, 593, 419, 593), (253, 110, 345, 110, 345, 295, 253, 295), (803, 645, 932, 645, 932, 726, 803, 726), (39, 887, 339, 887, 339, 998, 39, 998), (695, 202, 763, 202, 763, 268, 695, 268), (451, 214, 669, 214, 669, 455, 451, 455), (201, 272, 417, 272, 417, 557, 201, 557), (330, 604, 513, 604, 513, 770, 330, 770), (59, 713, 175, 713, 175, 817, 59, 817), (394, 0, 660, 0, 660, 188, 394, 188), (68, 469, 147, 469, 147, 665, 68, 665), (243, 315, 448, 315, 448, 602, 243, 602)]"
"[(202, 269), (164, 231), (82, 64), (103, 141), (210, 57), (62, 228), (269, 130), (163, 297), (161, 278), (193, 53), (268, 183)]","[(182, 204, 384, 204, 384, 473, 182, 473), (775, 632, 939, 632, 939, 863, 775, 863), (822, 839, 904, 839, 904, 903, 822, 903), (747, 70, 850, 70, 850, 211, 747, 211), (119, 639, 329, 639, 329, 696, 119, 696), (112, 63, 174, 63, 174, 291, 112, 291), (373, 202, 642, 202, 642, 332, 373, 332), (432, 184, 595, 184, 595, 481, 432, 481), (685, 75, 846, 75, 846, 353, 685, 353), (750, 243, 943, 243, 943, 296, 750, 296), (460, 216, 728, 216, 728, 399, 460, 399)]"
"[(141, 97), (73, 84), (72, 78), (230, 213)]","[(264, 890, 405, 890, 405, 987, 264, 987), (9, 118, 82, 118, 82, 202, 9, 202), (1, 746, 73, 746, 73, 824, 1, 824), (94, 582, 324, 582, 324, 795, 94, 795)]"
"[(167, 208), (93, 187), (74, 276), (164, 190), (273, 207), (291, 198), (68, 61), (159, 110), (155, 227), (146, 84)]","[(356, 536, 523, 536, 523, 744, 356, 744), (625, 6, 718, 6, 718, 193, 625, 193), (90, 366, 164, 366, 164, 642, 90, 642), (516, 369, 680, 369, 680, 559, 516, 559), (196, 355, 469, 355, 469, 562, 196, 562), (178, 701, 469, 701, 469, 899, 178, 899), (535, 70, 603, 70, 603, 131, 535, 131), (136, 507, 295, 507, 295, 617, 136, 617), (296, 441, 451, 441, 451, 668, 296, 668), (770, 877, 916, 877, 916, 961, 770, 961)]"
"[(93, 96), (139, 219)]","[(494, 443, 587, 443, 587, 539, 494, 539), (859, 467, 998, 467, 998, 686, 859, 686)]"
"[(154, 253), (179, 177), (241, 125), (100, 143)]","[(810, 443, 964, 443, 964, 696, 810, 696), (487, 134, 666, 134, 666, 311, 487, 311), (718, 759, 959, 759, 959, 884, 718, 884), (585, 137, 685, 137, 685, 280, 585, 280)]"
"[(73, 185), (156, 155), (264, 79), (75, 285), (189, 80), (78, 191), (89, 89), (171, 297), (65, 95), (65, 85)]","[(88, 138, 161, 138, 161, 323, 88, 323), (759, 290, 915, 290, 915, 445, 759, 445), (686, 200, 950, 200, 950, 279, 686, 279), (802, 517, 877, 517, 877, 802, 802, 802), (714, 744, 903, 744, 903, 824, 714, 824), (783, 582, 861, 582, 861, 773, 783, 773), (16, 543, 105, 543, 105, 632, 16, 632), (638, 320, 809, 320, 809, 617, 638, 617), (232, 749, 297, 749, 297, 844, 232, 844), (440, 706, 505, 706, 505, 791, 440, 791)]"
"[(147, 165), (123, 145), (295, 241), (269, 300), (234, 68), (204, 98)]","[(585, 393, 732, 393, 732, 558, 585, 558), (62, 479, 185, 479, 185, 624, 62, 624), (334, 668, 629, 668, 629, 909, 334, 909), (581, 208, 850, 208, 850, 508, 581, 508), (346, 304, 580, 304, 580, 372, 346, 372), (678, 807, 882, 807, 882, 905, 678, 905)]"
"[(94, 254), (207, 130), (270, 287), (182, 130), (190, 200), (200, 285), (183, 291)]","[(122, 485, 216, 485, 216, 739, 122, 739), (658, 464, 865, 464, 865, 594, 658, 594), (453, 403, 723, 403, 723, 690, 453, 690), (337, 247, 519, 247, 519, 377, 337, 377), (98, 278, 288, 278, 288, 478, 98, 478), (166, 443, 366, 443, 366, 728, 166, 728), (292, 284, 475, 284, 475, 575, 292, 575)]"
"[(112, 245), (155, 141), (123, 285), (67, 261), (242, 61), (257, 86), (263, 240)]","[(549, 737, 661, 737, 661, 982, 549, 982), (384, 122, 539, 122, 539, 263, 384, 263), (448, 572, 571, 572, 571, 857, 448, 857), (112, 317, 179, 317, 179, 578, 112, 578), (139, 9, 381, 9, 381, 70, 139, 70), (428, 278, 685, 278, 685, 364, 428, 364), (677, 613, 940, 613, 940, 853, 677, 853)]"
"[(65, 114), (127, 136), (145, 290), (93, 215), (55, 64), (237, 279), (192, 296), (245, 161), (169, 144)]","[(117, 205, 182, 205, 182, 319, 117, 319), (25, 22, 152, 22, 152, 158, 25, 158), (774, 353, 919, 353, 919, 643, 774, 643), (206, 392, 299, 392, 299, 607, 206, 607), (227, 454, 282, 454, 282, 518, 227, 518), (145, 333, 382, 333, 382, 612, 145, 612), (378, 50, 570, 50, 570, 346, 378, 346), (605, 602, 850, 602, 850, 763, 605, 763), (78, 645, 247, 645, 247, 789, 78, 789)]"
"[(252, 66)]","[(315, 659, 567, 659, 567, 725, 315, 725)]"
"[(188, 209), (300, 133), (250, 106), (160, 98), (286, 272), (66, 105), (229, 56), (96, 292), (249, 136), (101, 253), (175, 183), (270, 114)]","[(205, 44, 393, 44, 393, 253, 205, 253), (137, 451, 437, 451, 437, 584, 137, 584), (420, 465, 670, 465, 670, 571, 420, 571), (621, 64, 781, 64, 781, 162, 621, 162), (222, 520, 508, 520, 508, 792, 222, 792), (334, 251, 400, 251, 400, 356, 334, 356), (375, 808, 604, 808, 604, 864, 375, 864), (888, 654, 984, 654, 984, 946, 888, 946), (17, 591, 266, 591, 266, 727, 17, 727), (490, 34, 591, 34, 591, 287, 490, 287), (50, 710, 225, 710, 225, 893, 50, 893), (682, 80, 952, 80, 952, 194, 682, 194)]"
"[(242, 287), (74, 194), (118, 110), (217, 213), (92, 263)]","[(326, 232, 568, 232, 568, 519, 326, 519), (750, 30, 824, 30, 824, 224, 750, 224), (551, 737, 669, 737, 669, 847, 551, 847), (551, 787, 768, 787, 768, 1000, 551, 1000), (825, 562, 917, 562, 917, 825, 825, 825)]"
"[(63, 211), (164, 196), (138, 80), (114, 209), (89, 239), (221, 263), (220, 51), (242, 254), (274, 197), (177, 61), (122, 107), (107, 85)]","[(581, 28, 644, 28, 644, 239, 581, 239), (201, 92, 365, 92, 365, 288, 201, 288), (395, 674, 533, 674, 533, 754, 395, 754), (722, 769, 836, 769, 836, 978, 722, 978), (40, 759, 129, 759, 129, 998, 40, 998), (516, 298, 737, 298, 737, 561, 516, 561), (147, 144, 367, 144, 367, 195, 147, 195), (91, 608, 333, 608, 333, 862, 91, 862), (341, 615, 615, 615, 615, 812, 341, 812), (689, 680, 866, 680, 866, 741, 689, 741), (202, 105, 324, 105, 324, 212, 202, 212), (1, 402, 108, 402, 108, 487, 1, 487)]"
"[(70, 135), (74, 62), (161, 66), (130, 65), (138, 193)]","[(254, 247, 324, 247, 324, 382, 254, 382), (187, 910, 261, 910, 261, 972, 187, 972), (536, 606, 697, 606, 697, 672, 536, 672), (167, 772, 297, 772, 297, 837, 167, 837), (301, 368, 439, 368, 439, 561, 301, 561)]"
"[(197, 215), (215, 285), (235, 294), (296, 257), (97, 192), (212, 167), (132, 275), (293, 159), (63, 229), (209, 261), (273, 112), (95, 270)]","[(667, 166, 864, 166, 864, 381, 667, 381), (244, 331, 459, 331, 459, 616, 244, 616), (115, 351, 350, 351, 350, 645, 115, 645), (496, 735, 792, 735, 792, 992, 496, 992), (404, 684, 501, 684, 501, 876, 404, 876), (732, 180, 944, 180, 944, 347, 732, 347), (256, 525, 388, 525, 388, 800, 256, 800), (705, 537, 998, 537, 998, 696, 705, 696), (320, 233, 383, 233, 383, 462, 320, 462), (36, 363, 245, 363, 245, 624, 36, 624), (231, 671, 504, 671, 504, 783, 231, 783), (785, 672, 880, 672, 880, 942, 785, 942)]"
"[(133, 277), (104, 95)]","[(543, 90, 676, 90, 676, 367, 543, 367), (186, 892, 290, 892, 290, 987, 186, 987)]"
"[(273, 121), (237, 125), (289, 159), (250, 89), (293, 160), (181, 158), (104, 160), (190, 154), (50, 177), (246, 138), (221, 155), (284, 199)]","[(322, 864, 595, 864, 595, 985, 322, 985), (595, 745, 832, 745, 832, 870, 595, 870), (143, 169, 432, 169, 432, 328, 143, 328), (340, 516, 590, 516, 590, 605, 340, 605), (541, 669, 834, 669, 834, 829, 541, 829), (45, 288, 226, 288, 226, 446, 45, 446), (403, 222, 507, 222, 507, 382, 403, 382), (155, 287, 345, 287, 345, 441, 155, 441), (823, 384, 873, 384, 873, 561, 823, 561), (622, 131, 868, 131, 868, 269, 622, 269), (170, 82, 391, 82, 391, 237, 170, 237), (39, 66, 323, 66, 323, 265, 39, 265)]"
"[(89, 113), (84, 92), (97, 105), (144, 136)]","[(762, 747, 851, 747, 851, 860, 762, 860), (87, 732, 171, 732, 171, 824, 87, 824), (272, 214, 369, 214, 369, 319, 272, 319), (101, 766, 245, 766, 245, 902, 101, 902)]"
"[(94, 279), (154, 119), (131, 167), (246, 274)]","[(479, 31, 573, 31, 573, 310, 479, 310), (295, 112, 449, 112, 449, 231, 295, 231), (780, 715, 911, 715, 911, 882, 780, 882), (221, 110, 467, 110, 467, 384, 221, 384)]"
"[(105, 245), (274, 94), (53, 129), (85, 100), (243, 186)]","[(772, 670, 877, 670, 877, 915, 772, 915), (541, 559, 815, 559, 815, 653, 541, 653), (821, 156, 874, 156, 874, 285, 821, 285), (60, 578, 145, 578, 145, 678, 60, 678), (568, 412, 811, 412, 811, 598, 568, 598)]"
"[(244, 250), (72, 204), (235, 259), (157, 183), (262, 58), (106, 93), (101, 296), (229, 196), (222, 172), (140, 194), (151, 158)]","[(262, 153, 506, 153, 506, 403, 262, 403), (920, 7, 992, 7, 992, 211, 920, 211), (193, 555, 428, 555, 428, 814, 193, 814), (702, 576, 859, 576, 859, 759, 702, 759), (41, 813, 303, 813, 303, 871, 41, 871), (602, 236, 708, 236, 708, 329, 602, 329), (29, 170, 130, 170, 130, 466, 29, 466), (76, 151, 305, 151, 305, 347, 76, 347), (389, 105, 611, 105, 611, 277, 389, 277), (490, 774, 630, 774, 630, 968, 490, 968), (749, 140, 900, 140, 900, 298, 749, 298)]"
"[(187, 212), (96, 264), (217, 218), (112, 92), (299, 160), (202, 55), (84, 265)]","[(87, 1, 274, 1, 274, 213, 87, 213), (831, 590, 927, 590, 927, 854, 831, 854), (281, 7, 498, 7, 498, 225, 281, 225), (406, 152, 518, 152, 518, 244, 406, 244), (581, 547, 880, 547, 880, 707, 581, 707), (246, 463, 448, 463, 448, 518, 246, 518), (566, 447, 650, 447, 650, 712, 566, 712)]"
